,affiliated_committee_name,candidate_ids,committee_id,committee_type,committee_type_full,cycles,designation,designation_full,filing_frequency,first_file_date,last_f1_date,last_file_date,name,organization_type,organization_type_full,party,party_full,state,treasurer_name,active_through,candidate_id,candidate_inactive,candidate_status,district,district_number,election_districts,election_years,federal_funds_flag,has_raised_funds,inactive_election_years,incumbent_challenge,incumbent_challenge_full,last_f2_date,load_date,office,office_full,principal_committees
57728,,['P00003194'],C00333351,P,Presidential,[1998],P,Principal campaign committee,T,1998-02-07,1998-02-07,1998-03-25,JOHN ROBERTS FOR PRESIDENT,,,REP,REPUBLICAN PARTY,TN,GLORIA WILLIAMS,,,,,,,,,,,,,,,,,,
57730,,['P60003613'],C00303479,P,Presidential,[1996],P,Principal campaign committee,T,1995-06-09,1995-06-09,1996-03-01,JOHN SAFRAN FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,MI,EDWIN W HURD,,,,,,,,,,,,,,,,,,
57731,,['P80004542'],C00437194,P,Presidential,"[2008, 2010, 2012, 2014, 2016]",P,Principal campaign committee,A,2007-08-02,2007-08-02,2015-08-10,JOHN SAWYER FOR PRESIDENT,,,,,FL,JOSEPH ANTHONY PEREIRA JR,,,,,,,,,,,,,,,,,,
57733,,['P00002337'],C00120261,P,Presidential,"[1980, 1982]",P,Principal campaign committee,A,1980-02-04,1980-02-04,1980-02-04,JOHN SMURR FOR PRESIDENT COMMITTEE,,,IND,INDEPENDENT,CA,MARGARET C SMURR,,,,,,,,,,,,,,,,,,
57734,,['P80004179'],C00434126,P,Presidential,[2008],P,Principal campaign committee,T,2007-04-23,2007-04-23,2007-12-11,JOHNSON FOR CHANGE/AMENDMENT28,,,REP,REPUBLICAN PARTY,VA,STEVE WISE,,,,,,,,,,,,,,,,,,
57735,,['P60015013'],C00586404,P,Presidential,[2016],P,Principal campaign committee,T,2015-09-09,2015-09-17,2016-06-30,JOHNSON PENDLETON FRIENDS,,,DEM,DEMOCRATIC PARTY,MD,CATHY JOHNSON PENDLETON,,,,,,,,,,,,,,,,,,
57736,,['P60004355'],C00315010,P,Presidential,[1996],P,Principal campaign committee,T,1996-03-11,1996-03-11,1996-03-11,JOHNSONS SPACE CONTROL CENTER (PCC FREDRICKSEN),,,DEM,DEMOCRATIC PARTY,WI,LYNN FREDRICKSEN,,,,,,,,,,,,,,,,,,
57738,,['P80002918'],C00415554,P,Presidential,"[2006, 2008, 2010, 2012, 2014, 2016]",P,Principal campaign committee,A,2005-10-07,2005-10-07,2015-08-06,JOHN W STEVENSON FOR PRESIDENT INC,,,,,CA,JOHN WALLACE STEVENSON,,,,,,,,,,,,,,,,,,
57739,,['P20001137'],C00256909,P,Presidential,"[1992, 1994, 1996, 1998]",P,Principal campaign committee,T,1991-12-12,1997-09-12,1998-03-06,JOHN YIAMOUYIANNIS FOR PRESIDENT,,,IND,INDEPENDENT,OH,ALEXANDRA M SIMAKIS,,,,,,,,,,,,,,,,,,
57741,,['P60003639'],C00303529,P,Presidential,[1996],P,Principal campaign committee,T,1995-06-12,1995-12-11,1997-03-28,JO JORGENSEN FOR VICE-PRESIDENT COMMITTEE,,,LIB,LIBERTARIAN PARTY,SC,EDWARD M ALPORT,,,,,,,,,,,,,,,,,,
57742,,['P80004153'],C00433771,P,Presidential,"[2008, 2010, 2012, 2014]",A,Authorized by a candidate,A,2007-04-11,2007-04-11,2014-01-10,JOMO K MANUAL WILLIAMS COMMITTEE,,,OTH,OTHER,NY,JOMO K MANUAL WILLIAMS,,,,,,,,,,,,,,,,,,
57744,,['P20004156'],C00506840,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-12-01,2011-12-01,2015-09-15,JONATHAN AND JOHN LEE FOR PRESIDENT,,,REP,REPUBLICAN PARTY,UT,JOHN H LEE,,,,,,,,,,,,,,,,,,
57745,,['P80004708'],C00438556,P,Presidential,[2008],P,Principal campaign committee,T,2007-09-10,2007-09-19,2007-09-25,JON BANKS,,,LIB,LIBERTARIAN PARTY,GA,JON JAY BANKS,,,,,,,,,,,,,,,,,,
57750,,['P60007481'],C00577775,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-05-11,2015-05-11,2018-04-26,JOSEPH ARTHUR STETSON,,,REP,REPUBLICAN PARTY,SC,JOSEPH ARTHUR STETSON,,,,,,,,,,,,,,,,,,
57752,,['P20001269'],C00257675,P,Presidential,"[1992, 1994, 1996, 1998]",P,Principal campaign committee,A,1991-12-23,1991-12-23,1997-07-15,JOSEPH E HOLCOMB FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,NV,JOSEPH E HOLCOMB,,,,,,,,,,,,,,,,,,
57753,,['P00004093'],C00349332,P,Presidential,[2000],P,Principal campaign committee,T,1999-10-05,2000-07-10,2000-07-28,JOSEPH FOR PRESIDENT.COM,,,REP,REPUBLICAN PARTY,CA,RHAWN JOSEPH,,,,,,,,,,,,,,,,,,
57754,,['P00000380'],C00253096,P,Presidential,"[1992, 1994, 1996, 1998, 2000]",P,Principal campaign committee,T,1991-07-26,1991-07-26,1991-07-26,JOSEPH LAMOTTE'S LIVING LIFE COMMITTEE,,,DEM,DEMOCRATIC PARTY,NY,JOSEPH LAMOTTE,,,,,,,,,,,,,,,,,,
57756,,['P40002578'],C00385096,P,Presidential,"[2004, 2006, 2008, 2010, 2012, 2014]",P,Principal campaign committee,A,2003-02-20,2003-02-20,2014-01-10,JOSEPH MARTYNICK JR FOR PRESIDENT,,,IND,INDEPENDENT,IL,JOSEPH MARTYNIUK JR,,,,,,,,,,,,,,,,,,
57757,,['P80001563'],C00217950,P,Presidential,"[1988, 1990, 1992, 1994, 1996]",P,Principal campaign committee,A,1987-09-30,1987-09-30,1996-05-15,JOSEPH NEWMAN PRESIDENTIAL COMMITTEE,,,,,MS,ANNIS M HARRELL,,,,,,,,,,,,,,,,,,
57762,,['P40001885'],C00190215,P,Presidential,"[1984, 1986, 1988]",P,Principal campaign committee,T,1984-09-11,1987-10-19,1988-07-08,J O STROUD (PCC),,,IND,INDEPENDENT,OK,J O STROUD,,,,,,,,,,,,,,,,,,
57763,,['P60004777'],C00457978,P,Presidential,"[2008, 2010]",P,Principal campaign committee,T,2008-12-12,2008-12-12,2009-02-10,JOSUE LAROSE FOR US PRESIDENT,,,REP,REPUBLICAN PARTY,FL,VALENCIA ST LOUIS,,,,,,,,,,,,,,,,,,
57764,,[],C00455253,P,Presidential,"[2008, 2010, 2012, 2014]",A,Authorized by a candidate,A,2008-09-19,2008-12-31,2013-06-03,JOY JUBILEE OF YEOMAN LOYALIST POLITICAL ACTION COMMITTEE,,,,,TN,ROBERT SHERMAN NIX III,,,,,,,,,,,,,,,,,,
57765,,['P80005093'],C00455261,P,Presidential,"[2008, 2010, 2012, 2014, 2016]",P,Principal campaign committee,A,2008-09-19,2008-12-31,2015-09-15,JOY OF AUTHOR ROBERT SHERMAN,,,,,TN,ROBERT SHERMAN NIX III,,,,,,,,,,,,,,,,,,
57766,,['P00004051'],C00349027,P,Presidential,"[2000, 2002]",P,Principal campaign committee,A,1999-09-22,1999-09-22,2001-10-26,JR CARROLL FOR PRESIDENT,,,,,KY,HARVEY CARROLL JR,,,,,,,,,,,,,,,,,,
57769,,['P60021722'],C00619296,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-05-02,2016-05-02,2018-04-26,JUDD WEISS CAMPAIGN COMMITTEE,,,LIB,LIBERTARIAN PARTY,CA,JUDD WEISS,,,,,,,,,,,,,,,,,,
57770,,[],C00628495,P,Presidential,[2016],P,Principal campaign committee,A,2016-11-04,2016-11-04,2016-11-24,JUDIST,,,UNK,UNKNOWN,CA,ALBERT JAMES FELIX,,,,,,,,,,,,,,,,,,
57775,,['P60000270'],C00236166,P,Presidential,"[1990, 1992, 1994, 1996, 1998, 2000, 2002]",A,Authorized by a candidate,A,1989-03-27,1989-03-27,2002-06-18,JUST KAUS' COMMITTEE,,,REP,REPUBLICAN PARTY,FL,BILLY JOE CLEGG,,,,,,,,,,,,,,,,,,
57780,,['P80000805'],C00363077,P,Presidential,"[2000, 2002]",A,Authorized by a candidate,T,2000-10-26,2000-10-26,2001-02-02,KANSANS FOR BUCHANAN COM,,,,,KS,LOUISE AWERKAMP,,,,,,,,,,,,,,,,,,
57781,,['P20001871'],C00276196,P,Presidential,"[1992, 1994, 1996, 1998]",P,Principal campaign committee,A,1992-09-24,1992-09-24,1997-07-15,KAREN E BROWN-GERDINE NATIONAL LOBBYIST,,,,,CO,KAREN E BROWN GERDINE,,,,,,,,,,,,,,,,,,
57783,,['P20003729'],C00503912,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-10-08,2012-07-03,2015-09-15,KATHYERN LANE FOR THE PEOPLES PRESIDENT,,,IND,INDEPENDENT,GA,KATHYERN LOUISE LANE,,,,,,,,,,,,,,,,,,
57784,,['P80004872'],C00439612,P,Presidential,"[2008, 2010, 2012, 2014, 2016]",P,Principal campaign committee,A,2007-09-30,2007-09-30,2015-09-11,KAT SWIFT FOR PRESIDENT,,,GRN,,TX,RHONDA SWIFT,,,,,,,,,,,,,,,,,,
57786,,['P40000952'],C00217810,P,Presidential,[1988],P,Principal campaign committee,T,1987-09-30,1987-09-30,1988-04-04,KAY FOR PRESIDENT COMMITTEE,,,DEM,DEMOCRATIC PARTY,FL,RICHARD B KAY,,,,,,,,,,,,,,,,,,
57787,,['P40000952'],C00171629,P,Presidential,[1984],P,Principal campaign committee,A,1983-10-24,1984-04-30,1984-04-30,KAY FOR PRESIDENT COMMITTEE,,,DEM,DEMOCRATIC PARTY,FL,MICHAEL K DAVIS,,,,,,,,,,,,,,,,,,
57788,,['P00001149'],C00111492,P,Presidential,[1980],P,Principal campaign committee,T,1979-07-20,1979-07-20,1980-07-14,"KAY, RICHARD B",,,DEM,DEMOCRATIC PARTY,OH,ALMA C GREETHAM,,,,,,,,,,,,,,,,,,
57789,,['P20000097'],C00235051,P,Presidential,"[1990, 1992]",P,Principal campaign committee,T,1989-01-09,1989-01-09,1990-03-12,KAZDOY FOR PRESIDENT COMMITTEE,,,DEM,DEMOCRATIC PARTY,TX,ALAN CRAIG KAZDOY,,,,,,,,,,,,,,,,,,
57791,,['P60020831'],C00613687,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-04-04,2016-04-04,2018-04-26,KEENAN DUNHAM FOR PRESIDENT 2016,,,LIB,LIBERTARIAN PARTY,SC,KEENAN DUNHAM,,,,,,,,,,,,,,,,,,
57793,,['P80001092'],C00215954,P,Presidential,"[1988, 1990, 1992, 1994, 1996]",P,Principal campaign committee,A,1987-07-01,1987-07-01,1996-05-15,KEEP IT SANE AND SIMPLE (PCC APOLLO),,,UNK,UNKNOWN,VA,MICK ZAGER APOLLO,,,,,,,,,,,,,,,,,,
57796,,['P60003530'],C00532655,P,Presidential,"[2012, 2014]",P,Principal campaign committee,T,2012-10-18,2012-10-18,2013-01-11,KEITH JUDD FOR PRESIDENT,,,,,CA,KEITH JUDD,,,,,,,,,,,,,,,,,,
57797,,['P60000601'],C00115337,P,Presidential,[1980],P,Principal campaign committee,T,1979-10-09,1980-01-25,1980-01-25,KEITH K STONE FOR THE PRESIDENT OF THE UNITED STATES,,,,,FL,,,,,,,,,,,,,,,,,,,
57798,,['P80005614'],C00452060,P,Presidential,"[2008, 2010, 2012, 2014]",P,Principal campaign committee,A,2008-06-25,2008-06-25,2014-01-10,KEITH L ARNOLD COMMITTEE,,,DEM,DEMOCRATIC PARTY,WA,KEITH L ARNOLD,,,,,,,,,,,,,,,,,,
57800,,['P20000857'],C00255935,P,Presidential,"[1992, 1994, 1996, 1998]",P,Principal campaign committee,A,1991-11-18,1991-11-18,1998-05-26,K E KLAMMER FOR PRESIDENT 1992,,,DEM,DEMOCRATIC PARTY,NY,KENNETH E KLAMMER,,,,,,,,,,,,,,,,,,
57802,,['P80004146'],C00503532,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-10-03,2011-10-03,2015-08-26,KELCEY WILSON FOR PRESIDENT,,,UNK,UNKNOWN,CA,KELCEY BRIAN WILSON,,,,,,,,,,,,,,,,,,
57809,,['P80005366'],C00446526,P,Presidential,"[2008, 2010, 2012, 2014, 2016]",P,Principal campaign committee,A,2008-02-29,2014-04-25,2015-09-09,KEN CROSS FOR PRESIDENT,,,,,AR,KENNETH ROBERT CROSS,,,,,,,,,,,,,,,,,,
57811,,['P20003133'],C00498642,P,Presidential,[2012],P,Principal campaign committee,T,2011-07-11,2011-08-05,2011-11-08,KEN GRAMMER FOR PRESIDENT INC,,,IND,INDEPENDENT,VA,KEN GRAMMER,,,,,,,,,,,,,,,,,,
57812,,['P40002941'],C00389106,P,Presidential,"[2004, 2006]",P,Principal campaign committee,A,2003-08-04,2003-08-04,2006-07-14,KEN HILL 2004 PRESIDENTIAL COMMITTEE,,,DEM,DEMOCRATIC PARTY,SC,CARRI LONG,,,,,,,,,,,,,,,,,,
57813,,['P60022555'],C00623520,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-08-09,2016-11-08,2018-05-16,KEN LASH OF KELASH,,,UNK,UNKNOWN,PA,KENNETH E LASH,,,,,,,,,,,,,,,,,,
57815,,['P00000968'],C00115022,P,Presidential,"[1980, 1982, 1984, 1986, 1988]",P,Principal campaign committee,T,1979-10-29,1983-02-02,1988-01-29,KENNEDY FOR PRESIDENT COMMITTEE,,,DEM,DEMOCRATIC PARTY,DC,WILLIAM C OLDAKER,,,,,,,,,,,,,,,,,,
57819,,['P20003745'],C00504449,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-10-24,2011-12-12,2015-08-06,KENNETH GODWIN FOR PREZ,,,IND,INDEPENDENT,TN,KENNETH GODWIN,,,,,,,,,,,,,,,,,,
57820,,['P60006061'],C00574582,P,Presidential,[2016],P,Principal campaign committee,T,2015-03-23,2015-07-28,2015-08-03,KENN GIVIDEN/BOB WHITAKER FOR PRESIDENT/VICE PRESIDENT,,,AFP,,SC,LAURA BURTON,,,,,,,,,,,,,,,,,,
57824,,['P80002066'],C00221127,P,Presidential,"[1988, 1990, 1992, 1994, 1996]",P,Principal campaign committee,A,1988-01-14,1988-01-14,1996-05-15,KENOYER-EHRENREICH CAMPAIGN,,,,,CA,MARGARET FEIGIN,,,,,,,,,,,,,,,,,,
57825,,['P40002198'],C00377739,P,Presidential,"[2002, 2004]",P,Principal campaign committee,T,2002-05-08,2002-10-04,2003-04-18,KEN STREMSKY FOR PRESIDENT,,,REP,REPUBLICAN PARTY,NH,KENNETH SCOT STREMSKY,,,,,,,,,,,,,,,,,,
57826,,['P20002283'],C00498428,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-06-30,,2015-08-26,KENT L WILLIAMS FOR PRESIDENT,,,,,FL,,,,,,,,,,,,,,,,,,,
57827,,['P80000763'],C00220301,P,Presidential,[1988],A,Authorized by a candidate,T,1987-12-28,1987-12-28,1987-12-28,KENTUCKY PRO-LIFE DEMOCRATS FOR MARTIN-TRIGONA,,,,,CT,ANTHONY R MARTIN-TRIGONA,,,,,,,,,,,,,,,,,,
57828,,[],C00164715,P,Presidential,"[1982, 1984]",P,Principal campaign committee,T,1983-01-03,1983-07-05,1983-07-18,KEN WESSELS FOR PRESIDENT OF USA COMMITTEE,,,DEM,DEMOCRATIC PARTY,IA,KENNETH WILLIAM WESSELS,,,,,,,,,,,,,,,,,,
57829,,['P60003407'],C00302158,P,Presidential,"[1996, 1998]",P,Principal campaign committee,A,1995-04-11,1995-04-11,1998-05-26,KEN YEAGER FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,WA,KENNETH EDWARD YEAGER,,,,,,,,,,,,,,,,,,
57831,,['P20000675'],C00254250,P,Presidential,"[1992, 1994, 1998]",P,Principal campaign committee,T,1991-09-18,1992-03-25,1995-06-16,KERREY FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,DC,HUGH WESTBROOK,,,,,,,,,,,,,,,,,,
57833,,['P60005279'],C00562728,P,Presidential,"[2014, 2016]",P,Principal campaign committee,T,2014-05-05,2014-05-05,2015-10-08,KERRY BOWERS FOR PRESIDENT COMMITTEE,,,REP,REPUBLICAN PARTY,NV,KERRY DALE BOWERS,,,,,,,,,,,,,,,,,,
57835,"KERRY-EDWARDS 2004, INC.",['P80000235'],C00385070,P,Presidential,"[2004, 2006, 2008, 2010]",A,Authorized by a candidate,T,2003-02-20,2007-05-01,2009-07-21,"KERRY-EDWARDS 2004, INC. GENERAL ELECTION LEGAL AND ACCOUNTING COMPLIANCE FUND",,,DEM,DEMOCRATIC PARTY,DC,DAVID THORNE,,,,,,,,,,,,,,,,,,
57837,,['P20000899'],C00255372,P,Presidential,"[1992, 1994, 1996, 1998]",P,Principal campaign committee,A,1991-10-28,1991-10-28,1998-05-26,KEVIN BRUCE KARLSON,,,DEM,DEMOCRATIC PARTY,GA,JAMES M LIVINGSTONE,,,,,,,,,,,,,,,,,,
57838,,['P20002531'],C00493973,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-03-04,2011-11-01,2015-09-11,KEVIN NELSON 2012,,,REP,REPUBLICAN PARTY,MA,KEVIN M NELSON,,,,,,,,,,,,,,,,,,
57840,,['P60003076'],C00342824,P,Presidential,[2000],A,Authorized by a candidate,T,1999-02-05,1999-03-22,1999-03-22,KEYES 2000 - ILLINOIS CAMPAIGN COMMITTEE,,,,,IL,D BRIAN CARTER,,,,,,,,,,,,,,,,,,
57842,,['P60003076'],C00312934,P,Presidential,"[1996, 1998]",A,Authorized by a candidate,T,1996-02-13,1996-02-13,1998-06-26,KEYES CAMPAIGN IN ILLINOIS,,,REP,REPUBLICAN PARTY,IL,EUGENE T CARTER,,,,,,,,,,,,,,,,,,
57847,,['P20002747'],C00496117,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-05-02,2011-05-02,2015-09-11,KILGORE COMMITTEE,,,IND,INDEPENDENT,GA,DAVID SAMSON KILGORE,,,,,,,,,,,,,,,,,,
57848,,['P80004773'],C00438929,P,Presidential,"[2008, 2010]",P,Principal campaign committee,A,2007-09-20,2007-09-20,2009-07-09,KINGERY FOR PRESIDENT,,,NNE,NONE,AZ,DANIEL MELZINE KINGERY,,,,,,,,,,,,,,,,,,
57850,,['P20002515'],C00492900,P,Presidential,"[2012, 2014]",P,Principal campaign committee,A,2011-02-07,2011-02-07,2014-01-10,KIS PARTY OF WASHINGTON STATE,,,OTH,OTHER,WA,RICHARD S MCCORMICK,,,,,,,,,,,,,,,,,,
57851,,['P60016383'],C00588541,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-10-01,2015-10-01,2018-04-26,KITTING ELECTION COMMITTEE,,,REP,REPUBLICAN PARTY,AL,WILMA GEORGINA FOWLER MCVAY,,,,,,,,,,,,,,,,,,
57853,,['P60004157'],C00309492,P,Presidential,[1996],A,Authorized by a candidate,T,1995-12-15,1996-03-25,1996-03-25,KLEINMAN FOR PRESIDENT,,,IND,INDEPENDENT,DC,MARK HAROLD KLEINMAN,,,,,,,,,,,,,,,,,,
57855,,['P40001190'],C00182147,P,Presidential,"[1984, 1986, 1988, 1990, 1992, 1994]",P,Principal campaign committee,A,1984-04-13,1985-01-31,1994-04-25,KOCZAK FOR PRESIDENT COMMITTEE,,,,,DC,CHRISTINA M FARHADI,,,,,,,,,,,,,,,,,,
57857,,['P20000360'],C00251017,P,Presidential,"[1992, 1994, 1996, 1998]",P,Principal campaign committee,A,1991-03-19,1991-10-25,1997-07-15,KOLLEL CHAVERIM FOR MOSHE FRIEDMAN FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,NY,AVRAHUM YAHOV FEINSTEIN,,,,,,,,,,,,,,,,,,
57859,,['P80003700'],C00432179,P,Presidential,"[2008, 2010, 2012, 2014, 2016]",P,Principal campaign committee,A,2007-02-12,2007-02-12,2015-08-06,KOTTO FOR PRESIDENT COMMITTEE,,,REP,REPUBLICAN PARTY,CA,TESSIE P SINAHON,,,,,,,,,,,,,,,,,,
57861,,['P40000564'],C00255109,P,Presidential,"[1992, 1994, 1996, 1998]",P,Principal campaign committee,T,1991-10-16,1991-10-16,1997-08-29,KREML CAMPAIGN COMMITTEE,,,DEM,DEMOCRATIC PARTY,SC,HERBERT E BUHL III,,,,,,,,,,,,,,,,,,
57862,N/A,['P40000564'],C00347773,P,Presidential,[2000],P,Principal campaign committee,T,1999-08-09,2000-04-22,2000-05-19,KREML CAMPAIGN; THE,,,,,SC,WILLIAM P KREML,,,,,,,,,,,,,,,,,,
57867,,['P80003213'],C00429621,P,Presidential,"[2006, 2008]",P,Principal campaign committee,T,2006-10-14,2006-10-14,2008-04-30,KRUEGER 08,,,DEM,DEMOCRATIC PARTY,SD,ROBERT S THOMAS,,,,,,,,,,,,,,,,,,
57868,,['P00004671'],C00428698,P,Presidential,"[2006, 2008]",P,Principal campaign committee,T,2006-09-18,2007-09-17,2008-10-02,KUBBY FOR PRESIDENT,,,LIB,LIBERTARIAN PARTY,CA,DOUG SCRIBNER,,,,,,,,,,,,,,,,,,
57869,,['P00004671'],C00359232,P,Presidential,[2000],P,Principal campaign committee,T,2000-06-26,2000-06-26,2000-10-20,KUBBY FOR VICE-PRESIDENT,,,,,CA,JOE COBB,,,,,,,,,,,,,,,,,,
57870,,['P40002545'],C00430975,P,Presidential,"[2006, 2008, 2010, 2012, 2014]",P,Principal campaign committee,A,2006-12-19,2007-11-13,2013-02-06,KUCINICH FOR PRESIDENT 2008,,,DEM,DEMOCRATIC PARTY,OH,GARY J KUCINICH,,,,,,,,,,,,,,,,,,
57871,,['P40002545'],C00385146,P,Presidential,"[2004, 2006, 2008, 2010, 2012, 2014]",A,Authorized by a candidate,T,2003-02-21,2014-05-19,2014-11-02,KUCINICH FOR PRESIDENT INC.,,,DEM,DEMOCRATIC PARTY,OH,"MCTIGUE, DONALD J.  ",,,,,,,,,,,,,,,,,,
57876,,['P40000515'],C00167080,P,Presidential,[1984],P,Principal campaign committee,T,1983-03-02,1983-05-04,1984-10-04,KYLE FOR PRESIDENT '84,,,DEM,DEMOCRATIC PARTY,CA,DALE HARPER KYLE,,,,,,,,,,,,,,,,,,
57877,,['P40000515'],C00171223,P,Presidential,"[1984, 1986]",A,Authorized by a candidate,T,1983-10-07,1983-10-07,1987-02-17,KYLE POLITICAL FUND (PRESIDENTIAL),,,,,CA,DALE H KYLE,,,,,,,,,,,,,,,,,,
57879,,['P60003183'],C00300400,P,Presidential,"[1994, 1996, 1998, 2000, 2002]",A,Authorized by a candidate,T,1994-12-23,1994-12-23,2001-07-26,LACEY SIVAK FOR PRESIDENT IN 1996,,,UNK,UNKNOWN,ID,LACEY SIVAK,,,,,,,,,,,,,,,,,,
57880,,['P60003183'],C00325605,P,Presidential,"[1998, 2000, 2002]",P,Principal campaign committee,T,1997-01-15,1997-01-15,2001-02-09,LACEY SIVAK FOR PRESIDENT IN 2000,,,UNK,UNKNOWN,ID,LACEY SIVAK,,,,,,,,,,,,,,,,,,
57881,,['P00000125'],C00079699,P,Presidential,"[1978, 1980]",P,Principal campaign committee,T,1977-08-25,1977-08-25,1980-06-18,LADNER FOR PRESIDENT 1980 CAMPAIGN COMMITTEE,,,UNK,UNKNOWN,MS,"ROBERT DERWOOD ""BUCK"" LADNER",,,,,,,,,,,,,,,,,,
57882,,['P80000482'],C00211789,P,Presidential,"[1986, 1988, 1990, 1992, 1994, 1996]",P,Principal campaign committee,A,1986-10-20,1986-10-20,1996-05-15,LADNER FOR PRESIDENT '88 C/C,,,DEM,DEMOCRATIC PARTY,MS,"ROBERT DERWOOD ""BUCK"" LADNER",,,,,,,,,,,,,,,,,,
57883,,['P60019114'],C00603613,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-01-14,2016-01-14,2018-04-26,LAIO MORRIS FOR PRESIDENT,,,,,VA,LAIO CHANTELLE MORRIS,,,,,,,,,,,,,,,,,,
57884,,['P80003866'],C00432971,P,Presidential,"[2008, 2010, 2012, 2014]",A,Authorized by a candidate,A,2007-03-13,2010-09-02,2014-01-10,LALLI BERTY ROYAL VEGI PRINCESS HEMPMADISACIA FEMINIST DEFENSE COMMITTEE TO ELECT LALLY PR,,,,,VT,JOHN JOSEPHE LALLY,,,,,,,,,,,,,,,,,,
57885,,['P80004039'],C00433466,P,Presidential,[2008],P,Principal campaign committee,T,2007-04-03,2007-04-03,2008-04-21,LAMAGNA FOR PRESIDENT,,,,,WA,PHILIP LLOYD,,,,,,,,,,,,,,,,,,
57886,,['P40001471'],C00211466,P,Presidential,"[1986, 1988]",P,Principal campaign committee,T,1986-10-06,1986-10-06,1989-01-06,LAMB CAMPAIGN COMMITTEE,,,,,TX,BOBBIE JOE LAMB,,,,,,,,,,,,,,,,,,
57887,,['P60004546'],C00320945,P,Presidential,"[1996, 1998]",P,Principal campaign committee,T,1996-07-16,1996-07-16,1997-11-28,LAMM FOR PRESIDENT INC,,,REF,REFORM PARTY,CO,RICHARD D LAMM,,,,,,,,,,,,,,,,,,
57888,,['P40002644'],C00385674,P,Presidential,[2004],P,Principal campaign committee,T,2003-03-08,2003-08-22,2003-09-26,LANAKILA WASHINGTON EXPLORING  THE WHITE HOUSE 2004,,,DEM,DEMOCRATIC PARTY,NY,REGINALD A ROSS,,,,,,,,,,,,,,,,,,
57893,,['P80005572'],C00590000,P,Presidential,"[2016, 2018]",P,Principal campaign committee,T,2015-10-19,2015-12-14,2017-02-10,LA RIVA FOR PRESIDENT 2016 SOCIALISM AND LIBERATION CAMPAIGN,,,OTH,OTHER,CA,MEGHANN ADAMS,,,,,,,,,,,,,,,,,,
57895,,['P60000452'],C00079152,P,Presidential,"[1978, 1980, 1982]",A,Authorized by a candidate,T,1977-07-26,1980-08-12,1980-08-22,LAROUCHE CAMPAIGN FINANCE COMMITTEE (1976 COMMITTEE),,,DEM,DEMOCRATIC PARTY,NY,BARBARA BOYD,,,,,,,,,,,,,,,,,,
57896,,['P60000452'],C00198671,P,Presidential,"[1986, 1988, 1990, 1992, 1994, 1996]",A,Authorized by a candidate,T,1985-10-25,1985-10-25,1995-05-19,LAROUCHE DEMOCRATIC CAMPAIGN,,,DEM,DEMOCRATIC PARTY,VA,EDWARD SPANNAUS,,,,,,,,,,,,,,,,,,
57897,,['P60000452'],C00272781,P,Presidential,"[1992, 1994, 1996]",A,Authorized by a candidate,T,1992-07-21,1992-07-21,1995-05-19,LAROUCHE FOR PRESIDENT-INDEPENDENTS FOR ECONOMIC RECOVERY,,,,,VA,KATHY A MAGRAW,,,,,,,,,,,,,,,,,,
57900,,['P00003780'],C00383851,P,Presidential,"[2002, 2004]",A,Authorized by a candidate,A,2002-12-17,2002-12-17,2003-07-31,LARRY DALE HINES PRESIDENTIAL EXPLORATORY COMMITTEE,,,IND,INDEPENDENT,TX,LARRY DALE HINES,,,,,,,,,,,,,,,,,,
57902,,['P20004438'],C00508937,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2012-01-04,2012-01-04,2015-09-15,LARRY DUDLEY FOR PRESIDENT,,,OTH,OTHER,NC,LARRY LEE DUDLEY,,,,,,,,,,,,,,,,,,
57904,,['P40000895'],C00171025,P,Presidential,"[1984, 1986]",P,Principal campaign committee,A,1983-10-14,1983-10-17,1984-03-21,LARRY FLYNT FOR PRESIDENT COMMITTEE,,,REP,REPUBLICAN PARTY,CA,MARSHA KAY LEASURE RIDER,,,,,,,,,,,,,,,,,,
57905,,['P00003780'],C00346387,P,Presidential,"[2000, 2002]",P,Principal campaign committee,A,1999-06-28,1999-06-28,2001-10-26,LARRY HINES IN 2000,,,LIB,LIBERTARIAN PARTY,CA,LARRY HINES,,,,,,,,,,,,,,,,,,
